material_id,formula_pretty,source_collection,material_status,bucket,channel_quality,cif_path
2dm-3216,HoSI,Vertical_NM_Sample_200_v2,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-3216__HoSI.cif
2dm-326,InBr,Vertical_NM_Sample_100,caution-only,moderate-quality,electron_x=weak;hole_x=caution;electron_y=weak;hole_y=caution,材料/moderate-quality/2dm-326__InBr.cif
2dm-3278,PbS,Vertical_NM_Sample_50_2_v7,>=1 filtered channel,high-quality,electron_x=caution;hole_x=weak;electron_y=weak;hole_y=filtered,材料/high-quality/2dm-3278__PbS.cif
2dm-329,BBr,Vertical_NM_Sample_100,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-329__BBr.cif
2dm-3311,HgSeO4,Vertical_NM_Sample_200_v2,caution-only,moderate-quality,electron_x=weak;hole_x=caution;electron_y=weak;hole_y=caution,材料/moderate-quality/2dm-3311__HgSeO4.cif
2dm-3335,Na2ZnS2,Vertical_NM_Sample_200_v2,caution-only,moderate-quality,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=caution,材料/moderate-quality/2dm-3335__Na2ZnS2.cif
2dm-3338,SnS,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=filtered;electron_y=weak;hole_y=filtered,材料/high-quality/2dm-3338__SnS.cif
2dm-3352,GeS2,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=caution;hole_x=weak;electron_y=caution;hole_y=filtered,材料/high-quality/2dm-3352__GeS2.cif
2dm-336,SbO2,Vertical_NM_Sample_50_v4,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=filtered;electron_y=filtered;hole_y=filtered,材料/high-quality/2dm-336__SbO2.cif
2dm-3383,UTl2O4,Vertical_NM_Sample_200_v2,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-3383__UTl2O4.cif
2dm-3393,AgClO4,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=filtered;electron_y=filtered;hole_y=filtered,材料/high-quality/2dm-3393__AgClO4.cif
2dm-3406,BiBrO,Vertical_NM_Sample_100,no retained channel,not retained,electron_x=failed;hole_x=failed;electron_y=failed;hole_y=failed,材料/not retained/2dm-3406__BiBrO.cif
2dm-3408,LaBrO,Vertical_NM_Sample_200_v2,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-3408__LaBrO.cif
2dm-3412,KH2N,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=filtered;electron_y=weak;hole_y=weak,材料/high-quality/2dm-3412__KH2N.cif
2dm-3416,PbIF,Vertical_NM_Sample_50_v3,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=weak;electron_y=filtered;hole_y=filtered,材料/high-quality/2dm-3416__PbIF.cif
2dm-342,BCl3,Vertical_NM_Sample_other_v5,caution-only,moderate-quality,electron_x=caution;hole_x=weak;electron_y=weak;hole_y=weak,材料/moderate-quality/2dm-342__BCl3.cif
2dm-3424,GeS,Vertical_NM_Sample_100,no retained channel,not retained,electron_x=failed;hole_x=failed;electron_y=failed;hole_y=failed,材料/not retained/2dm-3424__GeS.cif
2dm-3430,BaIF,Vertical_NM_Sample_100,no retained channel,not retained,electron_x=failed;hole_x=failed;electron_y=failed;hole_y=failed,材料/not retained/2dm-3430__BaIF.cif
2dm-3439,DyCl3,Vertical_NM_Sample_100,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=weak;electron_y=weak;hole_y=caution,材料/high-quality/2dm-3439__DyCl3.cif
2dm-344,SiO,Vertical_NM_Sample_100_v1,>=1 filtered channel,high-quality,electron_x=caution;hole_x=filtered;electron_y=caution;hole_y=filtered,材料/high-quality/2dm-344__SiO.cif
2dm-3440,P2H4PbO4,Vertical_NM_Sample_other_v5,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=weak;electron_y=filtered;hole_y=weak,材料/high-quality/2dm-3440__P2H4PbO4.cif
2dm-3446,ThBrN,Vertical_NM_Sample_100,caution-only,moderate-quality,electron_x=caution;hole_x=weak;electron_y=caution;hole_y=weak,材料/moderate-quality/2dm-3446__ThBrN.cif
2dm-3449,AgN3,Vertical_NM_Sample_50_1_v6,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=caution;electron_y=filtered;hole_y=filtered,材料/high-quality/2dm-3449__AgN3.cif
2dm-3451,LiBiO2,Vertical_NM_Sample_50_2_v7,caution-only,moderate-quality,electron_x=weak;hole_x=weak;electron_y=caution;hole_y=weak,材料/moderate-quality/2dm-3451__LiBiO2.cif
2dm-346,GaCl,Vertical_NM_Sample_100_v1,>=1 filtered channel,high-quality,electron_x=weak;hole_x=filtered;electron_y=weak;hole_y=filtered,材料/high-quality/2dm-346__GaCl.cif
2dm-3461,ErSeI,Vertical_NM_Sample_100_v1,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-3461__ErSeI.cif
2dm-3472,Ca(AuF6)2,Vertical_NM_Sample_50_v3,caution-only,moderate-quality,electron_x=caution;hole_x=caution;electron_y=caution;hole_y=caution,材料/moderate-quality/2dm-3472__Ca_AuF6_2.cif
2dm-3476,AgClO2,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=weak;hole_x=filtered;electron_y=weak;hole_y=filtered,材料/high-quality/2dm-3476__AgClO2.cif
2dm-3484,ThIN,Vertical_NM_Sample_100_v1,no retained channel,not retained,electron_x=failed;hole_x=failed;electron_y=failed;hole_y=failed,材料/not retained/2dm-3484__ThIN.cif
2dm-3491,Au2Se2O7,Vertical_NM_Sample_100_v1,>=1 filtered channel,high-quality,electron_x=weak;hole_x=weak;electron_y=filtered;hole_y=weak,材料/high-quality/2dm-3491__Au2Se2O7.cif
2dm-35,AlI,Vertical_NM_Sample_200_v2,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-35__AlI.cif
2dm-3507,CaHBr,Vertical_NM_Sample_50_v3,caution-only,moderate-quality,electron_x=caution;hole_x=caution;electron_y=caution;hole_y=caution,材料/moderate-quality/2dm-3507__CaHBr.cif
2dm-3510,NdBrO,Vertical_NM_Sample_200_v2,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-3510__NdBrO.cif
2dm-3511,Zr(IO3)4,Vertical_NM_Sample_100_v1,no retained channel,not retained,electron_x=failed;hole_x=failed;electron_y=failed;hole_y=failed,材料/not retained/2dm-3511__Zr_IO3_4.cif
2dm-3517,CuBr,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=weak;hole_x=filtered;electron_y=weak;hole_y=filtered,材料/high-quality/2dm-3517__CuBr.cif
2dm-3519,P2O5,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=filtered;electron_y=filtered;hole_y=filtered,材料/high-quality/2dm-3519__P2O5.cif
2dm-3521,TlF3,Vertical_NM_Sample_100,caution-only,moderate-quality,electron_x=weak;hole_x=weak;electron_y=caution;hole_y=weak,材料/moderate-quality/2dm-3521__TlF3.cif
2dm-3523,GaTeCl,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=weak;hole_x=filtered;electron_y=caution;hole_y=filtered,材料/high-quality/2dm-3523__GaTeCl.cif
2dm-3533,CaThBr6,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=weak;electron_y=caution;hole_y=filtered,材料/high-quality/2dm-3533__CaThBr6.cif
2dm-3538,ZrIN,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=weak;electron_y=filtered;hole_y=weak,材料/high-quality/2dm-3538__ZrIN.cif
2dm-354,YBr3,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=weak;electron_y=weak;hole_y=caution,材料/high-quality/2dm-354__YBr3.cif
2dm-3548,KNb3O8,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=weak;hole_x=weak;electron_y=filtered;hole_y=weak,材料/high-quality/2dm-3548__KNb3O8.cif
2dm-3556,AlClO,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=weak;electron_y=filtered;hole_y=caution,材料/high-quality/2dm-3556__AlClO.cif
2dm-3561,PbO,Vertical_NM_Sample_other_v5,>=1 filtered channel,high-quality,electron_x=weak;hole_x=filtered;electron_y=weak;hole_y=filtered,材料/high-quality/2dm-3561__PbO.cif
2dm-3566,LuSBr,Vertical_NM_Sample_100_v1,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-3566__LuSBr.cif
2dm-3571,In4Se3,Vertical_NM_Sample_50_v3,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-3571__In4Se3.cif
2dm-3575,RbPbI3,Vertical_NM_Sample_50_1_v6,no retained channel,not retained,electron_x=failed;hole_x=failed;electron_y=failed;hole_y=failed,材料/not retained/2dm-3575__RbPbI3.cif
2dm-3581,AgXeF9,Vertical_NM_Sample_100,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=failed;hole_y=failed,材料/not retained/2dm-3581__AgXeF9.cif
2dm-3582,LaI3,Vertical_NM_Sample_100_v1,no retained channel,not retained,electron_x=failed;hole_x=failed;electron_y=failed;hole_y=failed,材料/not retained/2dm-3582__LaI3.cif
2dm-3585,InClO,Vertical_NM_Sample_50_1_v6,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=weak;electron_y=filtered;hole_y=caution,材料/high-quality/2dm-3585__InClO.cif
2dm-3592,CaHI,Vertical_NM_Sample_100,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-3592__CaHI.cif
2dm-3596,ErSCl,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=weak;electron_y=weak;hole_y=caution,材料/high-quality/2dm-3596__ErSCl.cif
2dm-3603,CaClF,Vertical_NM_Sample_200_v2,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-3603__CaClF.cif
2dm-3612,GaHO2,Vertical_NM_Sample_200_v2,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-3612__GaHO2.cif
2dm-3619,GeAs2,Vertical_NM_Sample_50_2_v7,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-3619__GeAs2.cif
2dm-3624,NaClO4,Vertical_NM_Sample_100_v1,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-3624__NaClO4.cif
2dm-3625,PbBrF,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=weak;electron_y=filtered;hole_y=weak,材料/high-quality/2dm-3625__PbBrF.cif
2dm-3629,SnO,Vertical_NM_Sample_100,caution-only,moderate-quality,electron_x=weak;hole_x=caution;electron_y=weak;hole_y=caution,材料/moderate-quality/2dm-3629__SnO.cif
2dm-3632,NaGaH4,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=weak;hole_x=weak;electron_y=filtered;hole_y=weak,材料/high-quality/2dm-3632__NaGaH4.cif
2dm-3637,RbBrF4,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=caution;hole_x=filtered;electron_y=caution;hole_y=filtered,材料/high-quality/2dm-3637__RbBrF4.cif
2dm-3638,CuI,Vertical_NM_Sample_50_1_v6,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-3638__CuI.cif
2dm-3639,GeAsSe,Vertical_NM_Sample_100_v1,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=filtered;electron_y=filtered;hole_y=weak,材料/high-quality/2dm-3639__GeAsSe.cif
2dm-3642,AsO2,Vertical_NM_Sample_100,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=filtered;electron_y=failed;hole_y=failed,材料/high-quality/2dm-3642__AsO2.cif
2dm-3644,SrIF,Vertical_NM_Sample_100_v1,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-3644__SrIF.cif
2dm-3648,SrHI,Vertical_NM_Sample_200_v2,caution-only,moderate-quality,electron_x=caution;hole_x=weak;electron_y=caution;hole_y=weak,材料/moderate-quality/2dm-3648__SrHI.cif
2dm-3650,LiHO,Vertical_NM_Sample_50_v3,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=weak;electron_y=filtered;hole_y=weak,材料/high-quality/2dm-3650__LiHO.cif
2dm-3654,SnS,Vertical_NM_Sample_100_v1,>=1 filtered channel,high-quality,electron_x=weak;hole_x=weak;electron_y=filtered;hole_y=filtered,材料/high-quality/2dm-3654__SnS.cif
2dm-3659,SnPbF4,Vertical_NM_Sample_200_v2,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-3659__SnPbF4.cif
2dm-3661,DySI,Vertical_NM_Sample_100,>=1 filtered channel,high-quality,electron_x=weak;hole_x=filtered;electron_y=weak;hole_y=caution,材料/high-quality/2dm-3661__DySI.cif
2dm-3662,RbPSe6,Vertical_NM_Sample_200_v2,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-3662__RbPSe6.cif
2dm-3667,InBrO,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=filtered;electron_y=filtered;hole_y=filtered,材料/high-quality/2dm-3667__InBrO.cif
2dm-3669,PbO,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=filtered;electron_y=filtered;hole_y=weak,材料/high-quality/2dm-3669__PbO.cif
2dm-3672,SrH4O3,Vertical_NM_Sample_50_v3,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=weak;electron_y=caution;hole_y=weak,材料/high-quality/2dm-3672__SrH4O3.cif
2dm-3678,BiClO,Vertical_NM_Sample_50_2_v7,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=weak;electron_y=filtered;hole_y=weak,材料/high-quality/2dm-3678__BiClO.cif
2dm-3679,DySBr,Vertical_NM_Sample_50_2_v7,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=weak;electron_y=weak;hole_y=weak,材料/high-quality/2dm-3679__DySBr.cif
2dm-3686,HgI2,Vertical_NM_Sample_100_v1,no retained channel,not retained,electron_x=failed;hole_x=failed;electron_y=failed;hole_y=failed,材料/not retained/2dm-3686__HgI2.cif
2dm-3687,TmIO,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=weak;electron_y=filtered;hole_y=weak,材料/high-quality/2dm-3687__TmIO.cif
2dm-3699,SmBr3,Vertical_NM_Sample_100,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=caution;electron_y=weak;hole_y=filtered,材料/high-quality/2dm-3699__SmBr3.cif
2dm-37,SiCl4,Vertical_NM_Sample_other_v5,caution-only,moderate-quality,electron_x=weak;hole_x=caution;electron_y=weak;hole_y=caution,材料/moderate-quality/2dm-37__SiCl4.cif
2dm-3703,KPSe6,Vertical_NM_Sample_200_v2,caution-only,moderate-quality,electron_x=caution;hole_x=weak;electron_y=weak;hole_y=weak,材料/moderate-quality/2dm-3703__KPSe6.cif
2dm-3709,SbF3,Vertical_NM_Sample_200_v2,caution-only,moderate-quality,electron_x=caution;hole_x=weak;electron_y=weak;hole_y=caution,材料/moderate-quality/2dm-3709__SbF3.cif
2dm-3710,BiIO,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=weak;electron_y=filtered;hole_y=filtered,材料/high-quality/2dm-3710__BiIO.cif
2dm-3715,TlPbI3,Vertical_NM_Sample_50_v3,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-3715__TlPbI3.cif
2dm-3719,SnF4,Vertical_NM_Sample_50_1_v6,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=filtered;electron_y=filtered;hole_y=filtered,材料/high-quality/2dm-3719__SnF4.cif
2dm-3725,Nb3Cl7,Vertical_NM_Sample_200_v2,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-3725__Nb3Cl7.cif
2dm-3726,As2SO6,Vertical_NM_Sample_100_v1,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-3726__As2SO6.cif
2dm-373,SiS,Vertical_NM_Sample_100,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=weak;electron_y=caution;hole_y=caution,材料/high-quality/2dm-373__SiS.cif
2dm-3753,TbCl3,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=weak;electron_y=weak;hole_y=weak,材料/high-quality/2dm-3753__TbCl3.cif
2dm-3759,SrBrF,Vertical_NM_Sample_100,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-3759__SrBrF.cif
2dm-3760,InGaS3,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=weak;electron_y=filtered;hole_y=weak,材料/high-quality/2dm-3760__InGaS3.cif
2dm-3762,TlI,Vertical_NM_Sample_200_v2,no retained channel,not retained,electron_x=failed;hole_x=failed;electron_y=failed;hole_y=failed,材料/not retained/2dm-3762__TlI.cif
2dm-3772,TlF,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=weak;hole_x=weak;electron_y=filtered;hole_y=weak,材料/high-quality/2dm-3772__TlF.cif
2dm-3775,TlF,Vertical_NM_Sample_100_v1,no retained channel,not retained,electron_x=failed;hole_x=failed;electron_y=failed;hole_y=failed,材料/not retained/2dm-3775__TlF.cif
2dm-3780,NdBr3,Vertical_NM_Sample_100,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=weak;electron_y=weak;hole_y=caution,材料/high-quality/2dm-3780__NdBr3.cif
2dm-3797,SrThBr6,Vertical_NM_Sample_50_v3,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=weak;electron_y=weak;hole_y=caution,材料/high-quality/2dm-3797__SrThBr6.cif
2dm-3802,Sn2IF3,Vertical_NM_Sample_100_v1,caution-only,moderate-quality,electron_x=caution;hole_x=caution;electron_y=caution;hole_y=weak,材料/moderate-quality/2dm-3802__Sn2IF3.cif
2dm-3803,BaThBr6,Vertical_NM_Sample_100_v1,caution-only,moderate-quality,electron_x=caution;hole_x=weak;electron_y=weak;hole_y=weak,材料/moderate-quality/2dm-3803__BaThBr6.cif
2dm-3809,HfS3,Vertical_NM_Sample_50_v3,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=weak;electron_y=caution;hole_y=filtered,材料/high-quality/2dm-3809__HfS3.cif
2dm-3846,ZrBrN,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=filtered;electron_y=filtered;hole_y=weak,材料/high-quality/2dm-3846__ZrBrN.cif
2dm-3854,SrThBr6,Vertical_NM_Sample_200_v2,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-3854__SrThBr6.cif
2dm-3883,SiBi2O5,Vertical_NM_Sample_100,caution-only,moderate-quality,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=caution,材料/moderate-quality/2dm-3883__SiBi2O5.cif
2dm-3890,HoBrO,Vertical_NM_Sample_100,>=1 filtered channel,high-quality,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=filtered,材料/high-quality/2dm-3890__HoBrO.cif
2dm-3896,TmBrO,Vertical_NM_Sample_50_2_v7,caution-only,moderate-quality,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=caution,材料/moderate-quality/2dm-3896__TmBrO.cif
2dm-3897,Ba2TiO4,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=weak;electron_y=filtered;hole_y=weak,材料/high-quality/2dm-3897__Ba2TiO4.cif
2dm-3920,BaThBr6,Vertical_NM_Sample_50_v3,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-3920__BaThBr6.cif
2dm-3922,TlP5,Vertical_NM_Sample_100_v1,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=filtered;electron_y=weak;hole_y=filtered,材料/high-quality/2dm-3922__TlP5.cif
2dm-3923,RbAsO2,Vertical_NM_Sample_100_v1,>=1 filtered channel,high-quality,electron_x=weak;hole_x=filtered;electron_y=caution;hole_y=filtered,材料/high-quality/2dm-3923__RbAsO2.cif
2dm-3925,AgHgSBr,Vertical_NM_Sample_200_v2,caution-only,moderate-quality,electron_x=weak;hole_x=caution;electron_y=weak;hole_y=weak,材料/moderate-quality/2dm-3925__AgHgSBr.cif
2dm-3932,U(HO2)2,Vertical_NM_Sample_100_v1,>=1 filtered channel,high-quality,electron_x=weak;hole_x=caution;electron_y=weak;hole_y=filtered,材料/high-quality/2dm-3932__U_HO2_2.cif
